,day,time,programme,machine_learning,information_retrieval,statistics,databases,gender,chocolate,birthday,number_of_neighbors,stand_up,deserve_money,random_number,bedtime,good_day_1,good_day_2,stress_level
139,4/1/2019,16:01:48,Data Science,1,0,1,1,2,3,September 27 1994,470.0,0,5.0,7.0,1am,Nice weather,Friends,2.0
140,4/1/2019,16:01:48,Artificial Intelligence,1,1,1,1,0,0,05 05 1993,1.0,0,5.0,4.570000171661377,0:00,Food,hot shower,99.0
141,4/1/2019,16:01:48,Artificial Intelligence,1,1,1,0,0,0,07/10/1994,5.0,0,3.0,3.0,01:05,a dopamine rush,Nice weather,68.0
142,4/1/2019,16:01:48,Business Analytics,1,0,1,1,1,2,14-07-1995,8.0,0,80.0,8.0,"22,3",Nice weather,Friends,10.0
143,4/1/2019,16:01:48,Artificial Intelligence,1,1,1,0,0,3,1991,400.0,0,,2.0,23:00,kindness,Food,5.0
144,4/1/2019,16:01:48,Finance,0,0,1,0,0,2,17-03-1994,3.0,0,0.25,7.0,1.40 AM,enough time in the morning,slow day,0.0
145,4/1/2019,16:01:48,Artificial Intelligence,0,1,1,1,1,2,30-10-1994,1.0,0,100.0,7.0,1:30,when i see dogs and can pet them,Friends,15.0
146,4/1/2019,16:01:49,Bioinformatics,1,0,1,0,1,0,0406,1.0,0,6.0,6.0,2,Nice weather,Friends,6.0
147,4/1/2019,16:01:49,Computational Science,0,0,1,0,1,2,14-07,4.0,0,1.0,6.0,1:15,Friends,Nice weather,10.0
148,4/1/2019,16:01:49,Artificial Intelligence,1,0,1,1,0,2,04/08/1993,1.0,0,12.0,8.0,2,no deadlines to work on ,Nice weather,20.0
149,4/1/2019,16:01:49,Computational Science,0,1,2,0,0,0,20-12,400.0,0,,6.0,22:40,Nice weather,sailboat,40.0
150,4/1/2019,16:01:49,Artificial Intelligence,1,1,0,1,1,2,30-04-1993,5.0,0,100.0,9.0,11.30 p.m,productive ,Food,0.0
151,4/1/2019,16:01:49,Business Analytics,1,0,1,0,1,1,07/02/1995,2.0,0,1000.0,8.0,01:30,beach,Nice weather,10.0
152,4/1/2019,16:01:50,QRM,0,0,1,1,0,0,27/08/1996,1.0,0,90.0,7.0,11:30 pm,Nice weather,fun,70.0
153,4/1/2019,16:01:50,Artificial Intelligence,1,1,1,2,0,3,18-06/'92,20.0,1,,1.0,1:30,fun ,daan,2.0
154,4/1/2019,16:01:50,Business Analytics,1,0,1,1,0,1,9-11-2001,471.0,0,5.0,1.0,2:00,no lectures,Food,10.0
155,4/1/2019,16:01:50,Computer Science,1,0,1,1,0,3,11/08/1994,6.0,0,,3.1410000324249268,1:00,Alcohol,Nice weather,5.0
156,4/1/2019,16:01:50,Artificial Intelligence,0,1,1,0,1,2,02-09-1995,2.0,0,1.0,5.0,23:50,succeeding in life,being well rested,60.0
157,4/1/2019,16:01:51,Econometrics,0,0,1,0,0,3,09/10/1993,7.0,0,7.0,2.0,1,completing my thesis,passing this course,5.0
158,4/1/2019,16:01:51,Computer Science,1,0,1,1,0,3,16/02/1989,10.0,0,1000.0,6.0,3:00,Nice weather,gangbangparty,100.0
159,4/1/2019,16:01:51,Artificial Intelligence,1,0,1,1,0,3,1995,2.0,1,100.0,9.0,03:00,success,love,80.0
160,4/1/2019,16:01:51,QRM,0,0,1,0,0,0,02-09-1994,8.0,0,0.0,1.0,0:00,having time to chill,still being productive,50.0
161,4/1/2019,16:01:51,Computational Science,0,0,1,0,1,4,11/03/1996,1.0,0,16.0,6.0,00:30,everything,everything,100.0
162,4/1/2019,16:01:52,Bioinformatics,0,0,1,1,0,2,02/13/1995,4.0,0,5.0,9.0,1:27,Sports,Friends,30.0
163,4/1/2019,16:01:51,Artificial Intelligence,1,1,1,0,0,2,12-03-1997,8.0,0,5.0,8.0,0:15,productive,gezellig,50.0
164,4/1/2019,16:01:52,Unknown,2,2,2,2,2,4,x,,2,,,x,x,x,
165,4/1/2019,16:01:52,Artificial Intelligence,0,0,1,0,1,3,March 6th,469.0,0,,5.0,2 am,llamas,pungent paws,78.0
166,4/1/2019,16:01:53,Bioinformatics,0,0,2,1,1,0,010596,250.0,1,10.0,84.0,2300,Sleep,Nice weather,50.0
167,4/1/2019,16:01:53,Bioinformatics,1,1,1,0,2,2,8-7-1985,4.0,0,30.0,9.0,10,Food,Alcohol,50.0
168,4/1/2019,16:01:53,Artificial Intelligence,1,1,1,0,0,3,1995,5.0,0,,2.0,00:30,Nice weather,Food,80.0
169,4/1/2019,16:01:53,Computational Science,0,0,1,0,0,3,11-11-1995,8.0,0,99.0,7.0,00:30,Nice weather,Sports,10.0
170,4/1/2019,16:01:53,Bioinformatics,1,0,2,1,0,3,19/12/1992,20.0,0,90.0,8.0,"0,3",weed,Sex,75.0
171,4/1/2019,16:01:53,Health,0,0,0,0,0,0,10-08-1996,0.0,0,30.0,2.0,11:18,small things that go right ,Friends,80.0
172,4/1/2019,16:01:56,Computational Science,0,0,1,0,0,0,13/07/1995,8.0,1,100.0,,2pm,being at the vu,living at the vu,50.0
173,4/1/2019,16:01:54,Artificial Intelligence,1,0,1,0,0,3,22091993,22.0,1,100.0,7.0,0800,gf,weed,60.0
174,4/1/2019,16:01:55,Computer Science,0,0,1,0,0,3,02,4.0,0,10.0,7.0,12,Food,dog,70.0
175,4/1/2019,16:01:55,Business Analytics,1,1,1,1,0,0,15-10-1993,1.0,0,50.0,8.0,23:00,Sex,no school,75.0
176,4/1/2019,16:01:55,QRM,0,0,1,0,0,2,22/11/1993,5.0,0,,12.0,22:30,slept well,ate well,0.0
177,4/1/2019,16:01:55,Computational Science,1,0,0,1,0,3,December 4th,2.0,0,7.0,4.0,23:00,Nice weather,Nice weather,42.0
178,4/1/2019,16:01:55,Artificial Intelligence,1,1,1,1,0,3,23-01-1996,6.0,0,40.0,7.0,24:00,Food,data mining lectures,5.0
179,4/1/2019,16:01:55,Bioinformatics,1,0,1,0,1,0,30-07-1992,8.0,0,1.0,7.0,22,Sleep,working out,50.0
180,4/1/2019,16:01:55,Bioinformatics,1,0,1,0,0,0,10,9.0,0,,2.0,23,coffee,Nice weather,25.0
181,4/1/2019,16:01:56,QRM,0,0,2,0,2,0,02.09.1993,4.0,2,100.0,7.0,00:15,Nice weather,free of work,75.0
182,4/1/2019,16:01:56,Artificial Intelligence,1,1,1,0,1,0,07-10-1993,2.0,0,0.25,9.0,22:30,Nice weather,Friends,5.0
183,4/1/2019,16:01:56,Information Science,0,1,1,1,0,3,March,1.0,0,42.0,6.0,12,Nice weather,-,42.0
184,4/1/2019,16:01:56,Computational Science,0,0,1,1,0,0,13-01-1994,5.0,0,10.0,1.0,23,Nice weather,Alcohol,15.0
185,4/1/2019,16:01:57,Econometrics,0,0,1,0,1,1,15/06/1996,2.0,0,10.0,4.0,23:30,coffee,Nice weather,80.0
186,4/1/2019,16:01:57,Artificial Intelligence,0,0,1,0,1,2,23-03-1994,5.0,0,2.0,8.0,1:30,chilling,Nice weather,70.0
187,4/1/2019,16:01:57,Bioinformatics,1,1,1,1,0,0,28-12-1993,5.0,0,10.0,2.0,23:30,music,books,26.0
188,4/1/2019,16:01:57,Computer Science,1,0,1,1,0,2,01/09/1995,3.0,0,0.25,42.0,01:30,Sex,eating out,65.0
189,4/1/2019,16:01:57,Artificial Intelligence,0,0,0,1,0,2,16021990,5.0,0,0.10000000149011612,3.0,0300,waking up energized,fun things planned,100.0
190,4/1/2019,16:01:57,Econometrics,1,0,1,1,0,2,25-12-1995,1.0,0,10.0,3.0,0,Nice weather,feyenoord,5.0
191,4/1/2019,16:01:57,Computational Science,0,1,1,0,2,2,Tien December negentienhonderdtweeennegentig,,1,100.0,,ONWAAR,Nice weather,ðŸ˜Ž,
192,4/1/2019,16:01:58,Business Analytics,1,0,1,1,0,3,24121993,0.0,0,220.0,6.0,7,Nice weather,round,92.0
193,4/1/2019,16:01:58,Econometrics,0,0,0,1,1,0,30/12/1992,5.0,0,10.0,11.0,2,Nice weather,positive mood,50.0
194,4/1/2019,16:01:58,Artificial Intelligence,1,1,1,1,2,3,19-02-1996,2.0,0,1.0,9.760000228881836,23:30,Nice weather,Sleep,10.0
195,4/1/2019,16:01:58,Artificial Intelligence,1,1,1,0,1,2,23-09-1996,2.0,0,5.0,4.0,23:00,Nice weather,dinner,80.0
196,4/1/2019,16:01:58,Bioinformatics,0,0,1,1,0,3,20/09/87,1.0,0,25.0,7.0,5am,peace everywhere,don't know,100.0
197,4/1/2019,16:01:58,Artificial Intelligence,1,1,1,1,0,1,1995,2.0,1,,4.0,23:30,Nice weather,Sports,30.0
198,4/1/2019,16:01:59,Artificial Intelligence,1,1,1,0,0,0,03-06,1.0,0,5.0,9.0,02:30,Food,waking up on time,20.0
199,4/1/2019,16:01:59,Computer Science,0,1,2,1,0,2,15/06/1993,350.0,0,120.0,6.0,00:25,Sleep,empty to do list ,1.0
200,4/1/2019,16:02:00,Artificial Intelligence,1,1,1,1,0,4,69-69-1969,8.0,0,100.0,3.0,03:00,Â¯\_(ãƒ„)_/Â¯,Â¯\_(ãƒ„)_/Â¯,100.0
201,4/1/2019,16:02:00,Business Analytics,1,0,1,1,1,3,25-03,2.0,0,80.0,9.0,23u,Nice weather,soccer,20.0
202,4/1/2019,16:02:00,Language Technology,1,0,1,0,1,2,19 April,6.0,0,80.0,9.0,00:00,Nice weather,not working,30.0
203,4/1/2019,16:02:00,Artificial Intelligence,0,0,1,0,1,0,14-09,6.0,0,0.03999999910593033,4.0,"22,3",Nice weather,Friends,30.0
204,4/1/2019,16:02:00,Business Administration,0,0,1,0,0,0,23-02,5.0,0,5.0,8.0,1:10AM,Alcohol,Nice weather,70.0
205,4/1/2019,16:02:00,Artificial Intelligence,0,1,1,0,0,0,03051995,23.0,0,5.0,6.0,2230,Nice weather,no obligations,65.0
206,4/1/2019,16:02:00,QRM,0,0,1,0,0,2,06-05,8.0,0,100.0,7.0,12:18,hookers,cocaine,0.0
207,4/1/2019,16:02:00,Computer Science,0,1,1,1,0,2,13/0195,0.0,0,50.0,3.1415927410125732,3 am,if i accomplish all the goal i had prefixed for that day,if i don't have to postpone anything,20.0
208,4/1/2019,16:02:00,Artificial Intelligence,1,1,1,0,1,1,3/7/1995,1.0,0,50.0,6674336765181952.0,12,Nice weather,Friends,40.0
209,4/1/2019,16:02:00,Bioinformatics,1,0,0,0,1,0,26-08-1996,1.0,0,60.0,5.0,22:30,Nice weather,Friends,15.0
210,4/1/2019,16:02:01,Econometrics,0,0,1,0,1,2,21/02/1996,0.0,0,20.0,1.0,00:00,Nice weather,Friends,50.0
211,4/1/2019,16:01:59,Business Analytics,1,2,1,2,1,0,28-12-1994,1.0,0,0.0,3.3299999237060547,00:00,Nice weather,a smooth day,70.0
212,4/1/2019,16:02:01,Health,0,0,1,0,1,1,05-11-1996,2.0,0,0.5,8.0,"1,3",Food,no studying,10.0
213,4/1/2019,16:02:02,Computer Science,1,0,1,0,0,4,3rd of april,3.0,0,,7.0,23,Nice weather,weekend,100.0
214,4/1/2019,16:02:02,Business Analytics,1,0,1,1,1,0,08,3.0,0,5.0,7.0,2,Nice weather,pet,0.0
215,4/1/2019,16:02:02,Business Analytics,1,0,1,1,0,2,1995,400.0,0,80.0,3.140000104904175,11:30 PM,Food,Nice weather,70.44999694824219
216,4/1/2019,16:02:03,Computer Science,1,1,1,1,0,2,That's classified,,0,,,Today,no class,no work,100.0
217,4/1/2019,16:02:02,Business Analytics,1,1,1,1,0,2,1995-08-08,5.0,0,,1.0,twelve,nothing to do,o,0.0
218,4/1/2019,16:02:02,Artificial Intelligence,1,1,1,1,0,0,13-01,7.0,0,,7.0,03:30,head,Food,34.0
219,4/1/2019,16:02:02,Stochastics,1,0,1,0,0,2,28/11/â€”â€”,1.0,0,,2.0,23,it being productive,having time to do everything,60.0
220,4/1/2019,16:02:02,QRM,0,0,1,0,0,1,28-04-1996,3.0,0,0.0,7.0,12,get money,Food,30.0
221,4/1/2019,16:02:03,Data Science,1,0,1,1,0,2,Kingsday,2.0,2,60.0,42.0,2200,board games,Alcohol,0.0
222,4/1/2019,16:02:03,Artificial Intelligence,1,1,1,1,1,3,08-01-1997,2.0,0,100.0,3.0,01:00,Food,Nice weather,50.0
223,4/1/2019,16:02:04,Data Science,1,1,1,1,0,0,1/1/1971,4.0,0,2.0,3736536350720.0,02:33,nobody bothers me,Nice weather,10.0
224,4/1/2019,16:02:04,Business Analytics,1,1,1,1,0,0,1994,1.0,0,66.0,12.0,11,Alcohol,Sex,20.0
225,4/1/2019,16:02:04,Computer Science,0,0,1,0,0,1,040995,8.0,0,80.0,4.0,0:00,money,Food,50.0
226,4/1/2019,16:02:04,Business Analytics,1,0,1,1,0,3,31-10-1995,1.0,0,99.0,9.0,23:30,Sports,Food,0.0
227,4/1/2019,16:02:04,Econometrics,0,0,2,0,0,0,17 july,4.0,0,10.0,313.0,"0,5",good relationships that day,having learned something usefull,50.0
228,4/1/2019,16:02:04,Information Science,1,0,1,1,0,3,9.1.,8.0,0,0.0,9.0,4am,the number of tasks i was able to complete.,had a meaningful conversation ,42.0
229,4/1/2019,16:02:04,Econometrics,0,1,1,0,0,0,01-10-1991,0.0,0,0.20000000298023224,8.0,20:45,Nice weather,working out,23.0
230,4/1/2019,16:02:05,Computer Science,0,1,1,1,0,1,1995,2.0,0,100.0,6.0,2:00,Nice weather,shuqi,3.0
231,4/1/2019,16:02:05,multiple programmes,1,1,1,1,0,2,00-00-0000,5.0,1,,3.0,02:30,having no exam,flipping tables,
232,4/1/2019,16:02:05,Computer Science,0,1,1,1,1,2,26 Feb,2.0,0,1.0,2.0,2,relax,Food,50.0
233,4/1/2019,16:02:06,Finance,0,0,1,0,0,1,24-04-1996,4.0,0,10.0,7.0,0030,Sports,thuis komen,0.0
234,4/1/2019,16:02:06,Computational Science,0,0,1,0,1,3,30/11/1992,8.0,0,0.2199999988079071,7.0,02:00,not sitting in a room with 400 students,no 9 am lectures,30.0
235,4/1/2019,16:02:06,Computational Science,0,0,0,0,0,2,11.06.93,1.0,0,1.0,9.0,1:00,Friends,Nice weather,5.0
236,4/1/2019,16:02:06,Bioinformatics,0,0,0,1,0,4,April 2nd,8.0,0,10.0,7.0,12,Nice weather,nothing to worry about ,99.0
237,4/1/2019,16:02:06,QRM,0,2,1,0,0,3,1-1-1993,2.0,0,1.0,1.0,23,data bitches,blow,100.0
238,4/1/2019,16:02:07,Business Analytics,1,0,1,0,1,2,19-10-1995,2.0,0,0.25,4.0,23:00 uur,Food,hobby,20.0
239,4/1/2019,16:02:07,Econometrics,1,1,1,1,0,3,21-08-1996,0.0,0,0.5,7.0,1:30,no obligations,games,75.0
240,4/1/2019,16:02:07,Business Analytics,1,0,1,1,0,2,17-09-1996,2.0,0,30.0,8.0,23:45,Nice weather,no deadlines,60.0
241,4/1/2019,16:02:07,Bioinformatics,1,0,0,1,1,3,1994,10.0,0,50.0,2.0,4,relaxing,family,90.0
242,4/1/2019,16:02:08,Artificial Intelligence,1,1,1,1,0,0,11.4.1995,3.0,0,2.0,7.0,01:00,day at the beach,Nice weather,15.0
243,4/1/2019,16:02:09,Business Analytics,1,0,1,0,1,0,13-11-1995,1.0,0,60.0,4.0,23:15,Nice weather,Food,25.0
244,4/1/2019,16:02:09,Data Science,1,0,1,1,0,0,30/07,3.0,0,20.0,6.0,23:15,it being the weekend,Nice weather,20.0
245,4/1/2019,16:02:08,Business Analytics,1,0,1,0,0,0,21-05-1996,8.0,0,2.0,1.0,23:00,no lecture,no deadlines in the near future,43.0
246,4/1/2019,16:02:11,Econometrics,0,0,1,0,0,0,22+1/4.5*2/92,1.0,0,10.0,3.1415069103240967,23:10,zonnige dag,f1 race,67.0
247,4/1/2019,16:02:12,Artificial Intelligence,1,0,1,0,0,2,19/10/1995,5.0,0,1.0,5.0,3:30,Nice weather,productivity,5.0
248,4/1/2019,16:02:11,Linguistics,0,0,0,0,1,2,09-06-1989,2.0,0,17.0,9.0,2 am,Friends,Sleep,55.0
249,4/1/2019,16:02:12,Computational Science,2,0,0,1,0,3,4 september 1995,2.0,0,1.0,491995.0,12,warmth,. ,90.0
250,4/1/2019,16:02:13,Computer Science,0,1,1,0,0,3,10-08,3.0,0,,5.0,2 am,Nice weather,good grades,5.0
251,4/1/2019,16:02:14,Artificial Intelligence,1,1,0,0,0,2,12-01-1995,0.0,0,99.0,1.0,12 pm,day off,Food,0.0
252,4/1/2019,16:02:14,Computer Science,0,1,2,1,1,0,10/5,3.0,0,100.0,5.0,4,no class,Nice weather,20.0
253,4/1/2019,16:02:15,Computational Science,1,1,1,1,0,0,July 1994,7.0,0,4.699999809265137,5.0,01:30,Nice weather,Sports,7.0
254,4/1/2019,16:02:15,Computer Science,0,1,1,1,0,3,#,5.0,0,,7.0,1am,Nice weather,Food,100.0
255,4/1/2019,16:02:16,Computer Science,0,1,1,1,0,2,21-09,6.0,0,20.0,7.0,"3,2",Nice weather,Food,10.0
256,4/1/2019,16:02:16,Computational Science,1,0,1,0,0,1,17/07/1996,2.0,0,77.0,7.0,1:45,no lecture,Sports,17.0
257,4/1/2019,16:02:16,Computer Science,1,1,1,1,1,0,20.03.1996.,2.0,0,,9.0,"it was actually today, 4am",Friends,Alcohol,
258,4/1/2019,16:02:18,Artificial Intelligence,1,0,1,0,0,0,0704,3.0,0,40.0,3.0,02:00,not monday,yes,55.0
259,4/1/2019,16:02:20,Computational Science,1,1,1,0,2,0,27-03-1992,35.0,0,101.0,9.999990463256836,01:30,time for: reading/music/training,being with a loved one,30.0
260,4/1/2019,16:02:21,Bioinformatics,1,1,1,1,0,2,1994,6.0,0,1.0,8.0,02:00,Nice weather,Food,10.0
261,4/1/2019,16:02:24,Computer Science,1,1,1,1,1,3,20.02.1996,7.0,0,50.0,8.0,Today at 3am,Alcohol,petting dog (preferably more than one),100.0
262,4/1/2019,16:02:23,Computational Science,0,0,1,0,0,2,14-04-1996,8.0,0,1.0,5.0,22,goud,music,100.0
263,4/1/2019,16:02:24,Computer Science,1,1,1,1,0,2,September 16,3.0,0,3.0,3.0,2am,Nice weather,Sports,15.0
264,4/1/2019,16:02:25,Business Analytics,1,1,1,0,0,0,25-03,2.0,0,1.0,8.0,~1100 pm,Sleep,winning,10.0
265,4/1/2019,16:02:25,Artificial Intelligence,1,1,0,1,0,3,25/07/1994,1.0,0,0.0,832795574272.0,3:00am,Sports,a lot of interesting work done ,15.0
266,4/1/2019,16:02:29,Computer Science,0,0,0,1,0,1,1-1-2030,77.0,0,,7.0,0,Sports,mo money ,100.0
267,4/1/2019,16:02:39,Business Administration,1,0,1,0,0,0,04/09/1994,10.0,0,0.5,3.0,1 AM,temperature,free time,50.0
268,4/1/2019,16:02:40,Computational Science,0,0,1,0,0,0,14-04-1993,9.0,0,0.25,8.888799667358398,23:56,Friends,new experiences,34.0
269,4/1/2019,16:02:44,Computational Science,0,0,1,0,1,3,08-04,5.0,0,0.25,3.0,23:30,Friends,laughing,60.0
270,4/1/2019,16:02:45,Business Analytics,1,1,1,1,0,0,09041996,9.300000190734863,0,10.0,7.0,23:00,good data mining grade,Food,60.0
271,4/1/2019,16:02:55,Business Analytics,1,0,1,1,0,1,First of october,,2,0.10000000149011612,,10 o clock,good coffee,italian vineyards,99.9000015258789
272,4/1/2019,16:02:56,Computer Science,0,0,1,1,0,0,21/10/1995,80.0,0,100.0,10.0,2:00,arsenal wins,Sports,0.0
273,4/1/2019,16:03:51,Artificial Intelligence,0,1,0,1,0,0,20-11-1990,,1,,42.0,02:00,Food,not being fat,80.0
274,4/1/2019,16:31:16,Psychology,0,2,0,0,2,1,14/7/1998,50.0,2,100.0,79.0,1:30,Food,poepen,98.0
275,4/1/2019,16:53:39,Artificial Intelligence,1,1,1,1,1,2,25-11-1994,5.0,0,100.0,5.0,00:30,Nice weather,coffee,55.0
